VID_GRUNT_TARGET_ENEMY1		sounds\vemail\Grunt\Gt_ATT_2.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_GRUNT_TARGET_ENEMY2		sounds\vemail\Grunt\Gt_ATT_3.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_GRUNT_TARGET_ENEMY3		sounds\vemail\Grunt\Gt_ATT_4.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_GRUNT_TARGET_ENEMY4		sounds\vemail\Grunt\Gt_ATT_5.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_GRUNT_RECYCLE			sounds\vemail\Grunt\Gt_MOV_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD

VID_ASSASSIN_SELF_DESTRUCT	sounds\vemail\Reaper\Re_sdt_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_ASSASSIN_BUILT			sounds\vemail\Reaper\Re_rea_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_ASSASSIN_DESTROYED		sounds\vemail\Reaper\Re_des_1.wav VM_PART_FUNCTION 10 NO_PRELOAD
VID_ASSASSIN_NEAR_DEATH0	sounds\vemail\Reaper\Re_bad_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_ASSASSIN_NEAR_DEATH1	sounds\vemail\Reaper\Re_bad_2.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_ASSASSIN_CHANGED_RACE0	sounds\vemail\Reaper\Re_tre_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_ASSASSIN_CHANGED_RACE1	sounds\vemail\Reaper\Re_tre_2.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_ASSASSIN_VIRUS_INFECTED	sounds\vemail\Reaper\Re_tre_2.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_ASSASSIN_DAMAGED		sounds\vemail\Reaper\Re_dam_1.wav VM_PART_FUNCTION 10 NO_PRELOAD
VID_ASSASSIN_TASKED0		sounds\vemail\Reaper\Re_tas_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_ASSASSIN_TASKED1		sounds\vemail\Reaper\Re_tas_2.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_ASSASSIN_MOVING0		sounds\vemail\Reaper\Re_mov_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_ASSASSIN_MOVING1		sounds\vemail\Reaper\Re_mov_2.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_ASSASSIN_SELECTED0		sounds\vemail\Reaper\Re_sel_1.wav VM_SELECTION_AFFIRMATION 10 NO_PRELOAD
VID_ASSASSIN_SELECTED1		sounds\vemail\Reaper\Re_sel_2.wav VM_SELECTION_AFFIRMATION 10 NO_PRELOAD
VID_ASSASSIN_SELECTED2		sounds\vemail\Reaper\Re_sel_3.wav VM_SELECTION_AFFIRMATION 10 NO_PRELOAD
VID_ASSASSIN_TARGET_ENEMY0	sounds\vemail\Reaper\Re_att_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_ASSASSIN_TARGET_ENEMY1	sounds\vemail\Reaper\Re_att_2.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_ASSASSIN_TARGET_ENEMY2	sounds\vemail\Reaper\Re_att_3.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_ASSASSIN_RECYCLE		sounds\vemail\Reaper\Re_mov_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD

VID_KNIGHT_TARGET_ENEMY0	sounds\vemail\Knight\Kn_ATT_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_KNIGHT_TARGET_ENEMY1	sounds\vemail\Knight\Kn_ATT_2.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_KNIGHT_BUILT			sounds\vemail\Knight\Kn_KNT_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD	
VID_KNIGHT_NEAR_DEATH		sounds\vemail\Knight\Kn_DAM_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_KNIGHT_DAMAGED0			sounds\vemail\Knight\Kn_HIT_1.wav VM_PART_FUNCTION 10 NO_PRELOAD
VID_KNIGHT_DAMAGED1			sounds\vemail\Knight\Kn_HIT_2.wav VM_PART_FUNCTION 10 NO_PRELOAD
VID_KNIGHT_MOVING0			sounds\vemail\Knight\Kn_MOV_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_KNIGHT_MOVING1			sounds\vemail\Knight\Kn_MOV_2.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_KNIGHT_MOVING2			sounds\vemail\Knight\Kn_MOV_3.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_KNIGHT_MOVING3			sounds\vemail\Knight\Kn_MOV_4.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_KNIGHT_SELF_DESTRUCT	sounds\vemail\Knight\Kn_SDT_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_KNIGHT_SELECTED0		sounds\vemail\Knight\Kn_SEL_1.wav VM_SELECTION_AFFIRMATION 10 NO_PRELOAD
VID_KNIGHT_SELECTED1		sounds\vemail\Knight\Kn_SEL_2.wav VM_SELECTION_AFFIRMATION 10 NO_PRELOAD
VID_KNIGHT_TASKED0			sounds\vemail\Knight\Kn_TAS_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_KNIGHT_TASKED1			sounds\vemail\Knight\Kn_TAS_2.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_KNIGHT_CHANGED_RACE		sounds\vemail\Knight\Kn_TRE_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_KNIGHT_RECYCLE			sounds\vemail\Knight\Kn_TAS_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD

VID_BALLISTA_SELF_DESTRUCT		sounds\vemail\Assault\At_sdt_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_BALLISTA_CRUSADER_BUILT		sounds\vemail\Assault\At_cru_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_BALLISTA_ERADICATOR_BUILT 	sounds\vemail\Assault\At_era_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_BALLISTA_GOLIATH_BUILT		sounds\vemail\Assault\At_gol_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_BALLISTA_DESTROYED			sounds\vemail\Assault\At_des_1.wav VM_PART_FUNCTION 10 NO_PRELOAD
VID_BALLISTA_NEAR_DEATH			sounds\vemail\Assault\At_bad_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_BALLISTA_CHANGED_RACE0		sounds\vemail\Assault\At_tre_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_BALLISTA_CHANGED_RACE1		sounds\vemail\Assault\At_tre_2.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_BALLISTA_VIRUS_INFECTED		sounds\vemail\Assault\At_tre_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_BALLISTA_DAMAGED			sounds\vemail\Assault\At_dam_1.wav VM_PART_FUNCTION 10 NO_PRELOAD
VID_BALLISTA_TASKED0			sounds\vemail\Assault\At_tas_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_BALLISTA_TASKED1			sounds\vemail\Assault\At_tas_2.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_BALLISTA_TASKED2			sounds\vemail\Assault\At_tas_3.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_BALLISTA_TASKED3			sounds\vemail\Assault\At_tas_4.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_BALLISTA_MOVING0			sounds\vemail\Assault\At_mov_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_BALLISTA_MOVING1			sounds\vemail\Assault\At_mov_2.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_BALLISTA_MOVING2			sounds\vemail\Assault\At_mov_3.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_BALLISTA_SELECTED0			sounds\vemail\Assault\At_sel_1.wav VM_SELECTION_AFFIRMATION 10 NO_PRELOAD
VID_BALLISTA_SELECTED1			sounds\vemail\Assault\At_sel_1.wav VM_SELECTION_AFFIRMATION 10 NO_PRELOAD
VID_BALLISTA_TARGET_ENEMY0		sounds\vemail\Assault\At_att_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_BALLISTA_TARGET_ENEMY1		sounds\vemail\Assault\At_att_2.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_BALLISTA_TARGET_ENEMY2		sounds\vemail\Assault\At_att_3.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_BALLISTA_TARGET_ENEMY3		sounds\vemail\Assault\At_att_4.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_BALLISTA_RECYCLE			sounds\vemail\Assault\At_mov_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
							
VID_BALLISTA_FIRE_VORTEX	sounds\vemail\Assault\At_vor_1.wav VM_PART_FUNCTION 10 NO_PRELOAD

VID_NINJA_SELF_DESTRUCT		sounds\vemail\Gorilla\Gor1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_NINJA_BUILT				sounds\vemail\Gorilla\Gor2.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_NINJA_DESTROYED			sounds\vemail\Gorilla\Gor3.wav VM_PART_FUNCTION 10 NO_PRELOAD
VID_NINJA_NEAR_DEATH0		sounds\vemail\Gorilla\Gor4.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_NINJA_CHANGED_RACE		sounds\vemail\Gorilla\Gor5.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_NINJA_NEAR_DEATH1		sounds\vemail\Gorilla\Gor6.wav VM_PART_FUNCTION 10 NO_PRELOAD
VID_NINJA_DAMAGED			sounds\vemail\Gorilla\Gor7.wav VM_PART_FUNCTION 10 NO_PRELOAD
VID_NINJA_TASKED0			sounds\vemail\Gorilla\Gor8a.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_NINJA_TASKED1			sounds\vemail\Gorilla\Gor8b.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_NINJA_MOVING0			sounds\vemail\Gorilla\Gor9a.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_NINJA_MOVING1			sounds\vemail\Gorilla\Gor9b.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_NINJA_MOVING2			sounds\vemail\Gorilla\Gor9c.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_NINJA_SELECTED0			sounds\vemail\Gorilla\Gor10a.wav VM_SELECTION_AFFIRMATION 10 NO_PRELOAD
VID_NINJA_SELECTED1			sounds\vemail\Gorilla\Gor10b.wav VM_SELECTION_AFFIRMATION 10 NO_PRELOAD
VID_NINJA_SELECTED2			sounds\vemail\Gorilla\Gor10c.wav VM_SELECTION_AFFIRMATION 10 NO_PRELOAD
VID_NINJA_TARGET_ENEMY0		sounds\vemail\Gorilla\Gor11a.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_NINJA_TARGET_ENEMY1		sounds\vemail\Gorilla\Gor11b.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_NINJA_TARGET_ENEMY2		sounds\vemail\Gorilla\Gor11c.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_NINJA_TARGET_ENEMY3		sounds\vemail\Gorilla\Gor11d.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_NINJA_RECYCLE			sounds\vemail\Gorilla\Gor12.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD

VID_NINJA_SMASH0			sounds\vemail\Gorilla\Gor13.wav VM_PART_FUNCTION 10 NO_PRELOAD
VID_NINJA_SMASH1			sounds\vemail\Gorilla\Gor14.wav VM_PART_FUNCTION 10 NO_PRELOAD

VID_BOSS_TARGET_ENEMY0	sounds\vemail\Overseer\Be_ATT_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_BOSS_TARGET_ENEMY1	sounds\vemail\Overseer\Be_ATT_2.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_BOSS_NEAR_DEATH0	sounds\vemail\Overseer\Be_BAD_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_BOSS_NEAR_DEATH1	sounds\vemail\Overseer\Be_BAD_2.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_BOSS_BEE_BUILT		sounds\vemail\Overseer\Be_BEE_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_BOSS_DAMAGED0		sounds\vemail\Overseer\Be_DAM_1.wav VM_PART_FUNCTION 10 NO_PRELOAD
VID_BOSS_DAMAGED1		sounds\vemail\Overseer\Be_DAM_2.wav VM_PART_FUNCTION 10 NO_PRELOAD
VID_BOSS_MOVING0		sounds\vemail\Overseer\Be_MOV_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_BOSS_MOVING1		sounds\vemail\Overseer\Be_MOV_2.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_BOSS_MOVING2		sounds\vemail\Overseer\Be_MOV_3.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_BOSS_MOVING3		sounds\vemail\Overseer\Be_MOV_4.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_BOSS_SELF_DESTRUCT	sounds\vemail\Overseer\Be_SDT_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_BOSS_SELECTED0		sounds\vemail\Overseer\Be_SEL_1.wav VM_SELECTION_AFFIRMATION 10 NO_PRELOAD
VID_BOSS_SELECTED1		sounds\vemail\Overseer\Be_SEL_2.wav VM_SELECTION_AFFIRMATION 10 NO_PRELOAD
VID_BOSS_TASKED0		sounds\vemail\Overseer\Be_TAS_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_BOSS_TASKED1		sounds\vemail\Overseer\Be_TAS_2.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_BOSS_TASKED2		sounds\vemail\Overseer\Be_TAS_3.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_BOSS_TASKED3		sounds\vemail\Overseer\Be_TAS_4.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_BOSS_CHANGED_RACE	sounds\vemail\Overseer\Be_TRE_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_BOSS_WASP_BUILT		sounds\vemail\Overseer\Be_WSP_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD

VID_OVERSEER_SELF_DESTRUCT		sounds\vemail\Commnder\Cm_SDT_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_OVERSEER_BUILT				sounds\vemail\Commnder\Cm_CDR_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_OVERSEER_NEAR_DEATH			sounds\vemail\Commnder\Cm_BAD_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_OVERSEER_CHANGED_RACE0		sounds\vemail\Commnder\Cm_TRE_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_OVERSEER_CHANGED_RACE1		sounds\vemail\Commnder\Cm_TRE_2.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_OVERSEER_DAMAGED			sounds\vemail\Commnder\Cm_DAM_1.wav VM_PART_FUNCTION 10 NO_PRELOAD
VID_OVERSEER_TASKED				sounds\vemail\Commnder\Cm_TAS_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_OVERSEER_MOVING				sounds\vemail\Commnder\Cm_MOV_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_OVERSEER_SELECTED0			sounds\vemail\Commnder\Cm_SEL_1.wav VM_SELECTION_AFFIRMATION 10 NO_PRELOAD
VID_OVERSEER_SELECTED1			sounds\vemail\Commnder\Cm_SEL_2.wav VM_SELECTION_AFFIRMATION 10 NO_PRELOAD
VID_OVERSEER_TARGET_ENEMY0		sounds\vemail\Commnder\Cm_ATT_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_OVERSEER_TARGET_ENEMY1		sounds\vemail\Commnder\Cm_ATT_2.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_OVERSEER_HEAL_TARGET		sounds\vemail\Commnder\Cm_HEA_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_OVERSEER_HEALING_COMPLETE	sounds\vemail\Commnder\Cm_COM_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD


VID_COMMANDER_TARGET_ENEMY0			sounds\vemail\Warlord\Wa_ATT_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_COMMANDER_TARGET_ENEMY1			sounds\vemail\Warlord\Wa_ATT_2.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_COMMANDER_BUILT					sounds\vemail\Warlord\Wa_WAR_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_COMMANDER_HEALING_COMPLETE		sounds\vemail\Warlord\Wa_COM_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_COMMANDER_NEAR_DEATH			sounds\vemail\Warlord\Wa_BAD_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_COMMANDER_HEAL_TARGET			sounds\vemail\Warlord\Wa_HEA_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_COMMANDER_DAMAGED				sounds\vemail\Warlord\Wa_DAM_1.wav VM_PART_FUNCTION 10 NO_PRELOAD
VID_COMMANDER_MOVING0				sounds\vemail\Warlord\Wa_MOV_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_COMMANDER_MOVING1				sounds\vemail\Warlord\Wa_MOV_2.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_COMMANDER_SELF_DESTRUCT			sounds\vemail\Warlord\Wa_SDT_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_COMMANDER_SELECTED0				sounds\vemail\Warlord\Wa_SEL_1.wav VM_SELECTION_AFFIRMATION 10 NO_PRELOAD
VID_COMMANDER_SELECTED1				sounds\vemail\Warlord\Wa_SEL_2.wav VM_SELECTION_AFFIRMATION 10 NO_PRELOAD
VID_COMMANDER_TASKED0				sounds\vemail\Warlord\Wa_TAS_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_COMMANDER_TASKED1				sounds\vemail\Warlord\Wa_TAS_2.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_COMMANDER_CHANGED_RACE			sounds\vemail\Warlord\Wa_TRE_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_COMMANDER_TREACHERY_TARGET		sounds\vemail\Warlord\Wa_TRC_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD

VID_TECHNICIAN_SELF_DESTRUCT			sounds\vemail\Technici\Tc_sdt_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_TECHNICIAN_BUILT					sounds\vemail\Technici\Tc_tec_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_TECHNICIAN_DESTROYED				sounds\vemail\Technici\Tc_des_1.wav VM_PART_FUNCTION 10 NO_PRELOAD
VID_TECHNICIAN_NEAR_DEATH				sounds\vemail\Technici\Tc_bad_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_TECHNICIAN_CHANGED_RACE0			sounds\vemail\Technici\Tc_tre_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_TECHNICIAN_CHANGED_RACE1			sounds\vemail\Technici\Tc_tre_2.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_TECHNICIAN_VIRUS_INFECTED			sounds\vemail\Technici\Tc_tre_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_TECHNICIAN_DAMAGED					sounds\vemail\Technici\Tc_dam_1.wav VM_PART_FUNCTION 10 NO_PRELOAD
VID_TECHNICIAN_TASKED0					sounds\vemail\Technici\Tc_tAs_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_TECHNICIAN_TASKED1					sounds\vemail\Technici\Tc_tas_2.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_TECHNICIAN_MOVING0					sounds\vemail\Technici\Tc_mov_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_TECHNICIAN_MOVING1					sounds\vemail\Technici\Tc_mov_2.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_TECHNICIAN_MOVING2					sounds\vemail\Technici\Tc_mov_3.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_TECHNICIAN_SELECTED0				sounds\vemail\Technici\Tc_sel_1.wav VM_SELECTION_AFFIRMATION 10 NO_PRELOAD
VID_TECHNICIAN_SELECTED1				sounds\vemail\Technici\Tc_sel_2.wav VM_SELECTION_AFFIRMATION 10 NO_PRELOAD
VID_TECHNICIAN_RECYCLE					sounds\vemail\Technici\Tc_mov_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_TECHNICIAN_RESEARCH_COMPLETE		sounds\vemail\Technici\Tc_com_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_TECHNICIAN_RESEARCHING_NEXT			sounds\vemail\Technici\Tc_nex_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_TECHNICIAN_RESEARCHING				sounds\vemail\Technici\Tc_res_1.wav VM_SELECTION_AFFIRMATION 10 NO_PRELOAD
VID_TECHNICIAN_RESEARCHING_TOUGH_ONE	sounds\vemail\Technici\Tc_nex_2.wav VM_SELECTION_AFFIRMATION 10 NO_PRELOAD

VID_TECHNICIAN_ENGINEER_BUILT			sounds\vemail\Technici\Tc_eng_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_TECHNICIAN_BRAINBOX_BUILT			sounds\vemail\Technici\Tc_brn_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD


VID_GEO_SELF_DESTRUCT		sounds\vemail\Locator\Lo_sdt_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_GEO_BUILT				sounds\vemail\Locator\Lo_loc_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_GEO_DESTROYED			sounds\vemail\Locator\Lo_des_1.wav VM_PART_FUNCTION 10 NO_PRELOAD
VID_GEO_NEAR_DEATH			sounds\vemail\Locator\Lo_bad_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_GEO_CHANGED_RACE0		sounds\vemail\Locator\Lo_tre_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_GEO_CHANGED_RACE1		sounds\vemail\Locator\Lo_tre_2.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_GEO_VIRUS_INFECTED		sounds\vemail\Locator\Lo_tre_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_GEO_DAMAGED				sounds\vemail\Locator\Lo_dam_1.wav VM_PART_FUNCTION 10 NO_PRELOAD
VID_GEO_TASKED0				sounds\vemail\Locator\Lo_tas_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_GEO_TASKED1				sounds\vemail\Locator\Lo_tas_2.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_GEO_MOVING0				sounds\vemail\Locator\Lo_mov_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_GEO_MOVING1				sounds\vemail\Locator\Lo_mov_2.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_GEO_SELECTED0			sounds\vemail\Locator\Lo_sel_1.wav VM_SELECTION_AFFIRMATION 10 NO_PRELOAD
VID_GEO_SELECTED1			sounds\vemail\Locator\Lo_sel_2.wav VM_SELECTION_AFFIRMATION 10 NO_PRELOAD
VID_GEO_RECYCLE				sounds\vemail\Locator\Lo_mov_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_GEO_LOCATING			sounds\vemail\Locator\Lo_sen_1.wav VM_TASK_AFFIRMATION 10 NO_PRELOAD
VID_GEO_MINERAL_LOCATED		sounds\vemail\Locator\Lo_min_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD
VID_GEO_SEARCH_COMPLETE		sounds\vemail\Locator\Lo_ser_1.wav VM_FULL_FUNCTION 10 NO_PRELOAD

